specimen_collection_date,tests,pos,pct,neg,indeterminate,cumulative_tests,cumulative_positive_tests,cumulative_negative_tests,cumulative_indeterminate_tests,data_as_of,data_loaded_at
2020/03/01,2,0,0.000,2,0,2,0,2,0,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/02,2,0,0.000,2,0,4,0,4,0,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/03,8,2,0.250,6,0,12,2,10,0,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/04,12,0,0.000,12,0,24,2,22,0,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/05,23,6,0.261,17,0,47,8,39,0,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/06,21,1,0.048,20,0,68,9,59,0,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/07,24,7,0.292,17,0,92,16,76,0,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/08,12,3,0.250,9,0,104,19,85,0,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/09,63,4,0.063,59,0,167,23,144,0,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/10,91,7,0.077,84,0,258,30,228,0,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/11,91,12,0.133,78,1,349,42,306,1,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/12,192,9,0.047,183,0,541,51,489,1,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/13,252,18,0.071,234,0,793,69,723,1,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/14,153,10,0.065,143,0,946,79,866,1,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/15,151,11,0.073,139,1,1097,90,1005,2,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/16,318,42,0.133,274,2,1415,132,1279,4,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/17,339,30,0.088,309,0,1754,162,1588,4,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/18,325,26,0.080,298,1,2079,188,1886,5,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/19,295,22,0.075,273,0,2374,210,2159,5,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/20,321,38,0.119,282,1,2695,248,2441,6,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/21,170,17,0.100,153,0,2865,265,2594,6,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/22,143,28,0.196,115,0,3008,293,2709,6,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/23,347,37,0.107,310,0,3355,330,3019,6,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/24,353,48,0.136,304,1,3708,378,3323,7,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/25,410,50,0.123,358,2,4118,428,3681,9,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/26,418,44,0.105,374,0,4536,472,4055,9,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/27,496,36,0.073,459,1,5032,508,4514,10,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/28,304,22,0.072,282,0,5336,530,4796,10,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/29,161,16,0.101,142,3,5497,546,4938,13,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/30,400,47,0.118,352,1,5897,593,5290,14,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/03/31,401,60,0.150,341,0,6298,653,5631,14,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/01,415,44,0.107,369,2,6713,697,6000,16,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/02,440,45,0.103,392,3,7153,742,6392,19,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/03,411,31,0.075,380,0,7564,773,6772,19,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/04,233,20,0.086,213,0,7797,793,6985,19,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/05,271,37,0.137,234,0,8068,830,7219,19,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/06,479,63,0.132,415,1,8547,893,7634,20,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/07,494,66,0.134,428,0,9041,959,8062,20,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/08,514,80,0.156,434,0,9555,1039,8496,20,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/09,602,87,0.145,513,2,10157,1126,9009,22,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/10,564,43,0.076,521,0,10721,1169,9530,22,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/11,310,54,0.174,256,0,11031,1223,9786,22,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/12,196,31,0.158,165,0,11227,1254,9951,22,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/13,474,44,0.093,429,1,11701,1298,10380,23,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/14,567,63,0.111,504,0,12268,1361,10884,23,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/15,540,70,0.130,470,0,12808,1431,11354,23,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/16,570,65,0.114,503,2,13378,1496,11857,25,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/17,603,59,0.098,541,3,13981,1555,12398,28,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/18,287,21,0.074,264,2,14268,1576,12662,30,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/19,300,45,0.150,255,0,14568,1621,12917,30,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/20,675,62,0.092,613,0,15243,1683,13530,30,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/21,648,51,0.079,595,2,15891,1734,14125,32,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/22,933,51,0.055,881,1,16824,1785,15006,33,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/23,1199,65,0.054,1129,5,18023,1850,16135,38,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/24,1338,69,0.052,1265,4,19361,1919,17400,42,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/25,1872,61,0.033,1810,1,21233,1980,19210,43,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/26,1439,40,0.028,1398,1,22672,2020,20608,44,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/27,1945,68,0.035,1873,4,24617,2088,22481,48,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/28,2939,92,0.031,2837,10,27556,2180,25318,58,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/29,1401,98,0.071,1292,11,28957,2278,26610,69,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/04/30,1236,53,0.043,1183,0,30193,2331,27793,69,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/01,1447,53,0.037,1392,2,31640,2384,29185,71,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/02,964,56,0.058,907,1,32604,2440,30092,72,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/03,431,20,0.046,411,0,33035,2460,30503,72,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/04,1162,66,0.057,1094,2,34197,2526,31597,74,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/05,1384,62,0.045,1321,1,35581,2588,32918,75,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/06,1592,53,0.033,1537,2,37173,2641,34455,77,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/07,1764,37,0.021,1724,3,38937,2678,36179,80,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/08,1801,38,0.021,1755,8,40738,2716,37934,88,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/09,880,17,0.019,858,5,41618,2733,38792,93,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/10,571,13,0.023,555,3,42189,2746,39347,96,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/11,1607,39,0.024,1563,5,43796,2785,40910,101,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/12,1761,67,0.038,1689,5,45557,2852,42599,106,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/13,1598,48,0.030,1548,2,47155,2900,44147,108,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/14,1837,43,0.023,1792,2,48992,2943,45939,110,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/15,1751,50,0.029,1700,1,50743,2993,47639,111,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/16,831,11,0.013,820,0,51574,3004,48459,111,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/17,441,14,0.032,427,0,52015,3018,48886,111,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/18,2089,60,0.029,2028,1,54104,3078,50914,112,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/19,1748,49,0.028,1692,7,55852,3127,52606,119,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/20,1970,50,0.025,1919,1,57822,3177,54525,120,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/21,2416,35,0.014,2380,1,60238,3212,56905,121,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/22,2455,46,0.019,2407,2,62693,3258,59312,123,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/23,1303,22,0.017,1280,1,63996,3280,60592,124,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/24,902,12,0.013,888,2,64898,3292,61480,126,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/25,697,13,0.019,684,0,65595,3305,62164,126,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/26,2243,57,0.025,2184,2,67838,3362,64348,128,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/27,2226,46,0.021,2179,1,70064,3408,66527,129,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/28,2353,32,0.014,2321,0,72417,3440,68848,129,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/29,2573,45,0.018,2521,7,74990,3485,71369,136,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/30,1637,29,0.018,1605,3,76627,3514,72974,139,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/05/31,1470,32,0.022,1437,1,78097,3546,74411,140,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/01,2592,43,0.017,2546,3,80689,3589,76957,143,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/02,2843,57,0.020,2783,3,83532,3646,79740,146,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/03,2376,36,0.015,2338,2,85908,3682,82078,148,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/04,2569,49,0.019,2517,3,88477,3731,84595,151,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/05,2592,38,0.015,2552,2,91069,3769,87147,153,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/06,1888,20,0.011,1867,1,92957,3789,89014,154,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/07,1932,23,0.012,1908,1,94889,3812,90922,155,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/08,3295,41,0.012,3254,0,98184,3853,94176,155,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/09,3613,43,0.012,3570,0,101797,3896,97746,155,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/10,3114,21,0.007,3093,0,104911,3917,100839,155,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/11,3543,33,0.009,3509,1,108454,3950,104348,156,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/12,3358,39,0.012,3309,10,111812,3989,107657,166,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/13,1949,26,0.013,1923,0,113761,4015,109580,166,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/14,1548,17,0.011,1531,0,115309,4032,111111,166,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/15,3497,39,0.011,3458,0,118806,4071,114569,166,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/16,3118,55,0.018,3062,1,121924,4126,117631,167,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/17,3707,65,0.018,3641,1,125631,4191,121272,168,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/18,3987,54,0.014,3932,1,129618,4245,125204,169,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/19,3487,55,0.016,3431,1,133105,4300,128635,170,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/20,1673,56,0.033,1617,0,134778,4356,130252,170,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/21,1336,39,0.029,1297,0,136114,4395,131549,170,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/22,3533,121,0.034,3408,4,139647,4516,134957,174,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/23,3632,91,0.025,3518,23,143279,4607,138475,197,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/24,3990,76,0.019,3914,0,147269,4683,142389,197,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/25,4110,85,0.021,4025,0,151379,4768,146414,197,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/26,4026,82,0.020,3942,2,155405,4850,150356,199,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/27,2196,63,0.029,2133,0,157601,4913,152489,199,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/28,2287,42,0.018,2245,0,159888,4955,154734,199,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/29,4018,93,0.023,3910,15,163906,5048,158644,214,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/06/30,4319,112,0.026,4205,2,168225,5160,162849,216,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/01,3973,100,0.025,3870,3,172198,5260,166719,219,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/02,4302,130,0.030,4172,0,176500,5390,170891,219,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/03,2783,116,0.042,2663,4,179283,5506,173554,223,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/04,773,29,0.038,744,0,180056,5535,174298,223,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/05,2157,63,0.029,2094,0,182213,5598,176392,223,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/06,4490,108,0.024,4381,1,186703,5706,180773,224,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/07,4681,116,0.025,4560,5,191384,5822,185333,229,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/08,4580,144,0.031,4436,0,195964,5966,189769,229,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/09,4558,136,0.030,4421,1,200522,6102,194190,230,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/10,4579,152,0.033,4423,4,205101,6254,198613,234,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/11,2470,77,0.031,2392,1,207571,6331,201005,235,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/12,2190,81,0.037,2109,0,209761,6412,203114,235,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/13,5089,171,0.034,4918,0,214850,6583,208032,235,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/14,5432,185,0.034,5246,1,220282,6768,213278,236,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/15,5090,179,0.035,4906,5,225372,6947,218184,241,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/16,5662,186,0.033,5474,2,231034,7133,223658,243,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/17,4310,189,0.044,4118,3,235344,7322,227776,246,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/18,2510,99,0.039,2410,1,237854,7421,230186,247,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/19,1909,97,0.051,1812,0,239763,7518,231998,247,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/20,5237,183,0.035,5053,1,245000,7701,237051,248,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/21,5110,161,0.032,4944,5,250110,7862,241995,253,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/22,4866,151,0.031,4714,1,254976,8013,246709,254,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/23,4662,167,0.036,4493,2,259638,8180,251202,256,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/24,4438,151,0.034,4283,4,264076,8331,255485,260,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/25,2476,108,0.044,2365,3,266552,8439,257850,263,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/26,2240,80,0.036,2156,4,268792,8519,260006,267,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/27,5120,125,0.024,4994,1,273912,8644,265000,268,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/28,4639,120,0.026,4517,2,278551,8764,269517,270,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/29,4891,175,0.036,4706,10,283442,8939,274223,280,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/30,4717,159,0.034,4550,8,288159,9098,278773,288,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/07/31,4850,156,0.032,4687,7,293009,9254,283460,295,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/01,2711,99,0.037,2609,3,295720,9353,286069,298,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/02,2256,64,0.028,2184,8,297976,9417,288253,306,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/03,5228,137,0.026,5080,11,303204,9554,293333,317,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/04,4813,112,0.023,4691,10,308017,9666,298024,327,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/05,4751,164,0.035,4583,4,312768,9830,302607,331,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/06,4643,125,0.027,4509,9,317411,9955,307116,340,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/07,4736,153,0.032,4577,6,322147,10108,311693,346,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/08,2375,73,0.031,2297,5,324522,10181,313990,351,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/09,2119,76,0.036,2039,4,326641,10257,316029,355,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/10,5051,122,0.024,4911,18,331692,10379,320940,373,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/11,4989,126,0.025,4846,17,336681,10505,325786,390,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/12,5318,166,0.031,5133,19,341999,10671,330919,409,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/13,4867,126,0.026,4725,16,346866,10797,335644,425,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/14,4656,138,0.030,4513,5,351522,10935,340157,430,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/15,2368,82,0.035,2280,6,353890,11017,342437,436,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/16,1986,46,0.023,1937,3,355876,11063,344374,439,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/17,4757,108,0.023,4635,14,360633,11171,349009,453,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/18,5114,101,0.020,4991,22,365747,11272,354000,475,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/19,4707,114,0.024,4565,28,370454,11386,358565,503,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/20,4427,99,0.022,4321,7,374881,11485,362886,510,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/21,4416,96,0.022,4291,29,379297,11581,367177,539,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/22,2435,53,0.022,2375,7,381732,11634,369552,546,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/23,1389,49,0.035,1339,1,383121,11683,370891,547,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/24,4362,109,0.025,4251,2,387483,11792,375142,549,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/25,4448,101,0.023,4338,9,391931,11893,379480,558,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/26,5254,112,0.021,5123,19,397185,12005,384603,577,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/27,4839,115,0.024,4704,20,402024,12120,389307,597,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/28,4380,86,0.020,4274,20,406404,12206,393581,617,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/29,2516,55,0.022,2446,15,408920,12261,396027,632,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/30,2227,42,0.019,2136,49,411147,12303,398163,681,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/08/31,5254,106,0.020,5128,20,416401,12409,403291,701,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/01,4808,99,0.021,4671,38,421209,12508,407962,739,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/02,4907,100,0.020,4791,16,426116,12608,412753,755,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/03,4601,110,0.024,4481,10,430717,12718,417234,765,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/04,4438,86,0.020,4306,46,435155,12804,421540,811,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/05,2361,42,0.018,2314,5,437516,12846,423854,816,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/06,2017,34,0.017,1974,9,439533,12880,425828,825,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/07,1363,64,0.047,1291,8,440896,12944,427119,833,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/08,5327,88,0.017,5228,11,446223,13032,432347,844,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/09,5103,82,0.016,5016,5,451326,13114,437363,849,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/10,4790,70,0.015,4711,9,456116,13184,442074,858,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/11,4068,129,0.032,3930,9,460184,13313,446004,867,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/12,2352,59,0.025,2284,9,462536,13372,448288,876,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/13,2011,29,0.014,1975,7,464547,13401,450263,883,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/14,4596,108,0.024,4484,4,469143,13509,454747,887,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
