specimen_collection_date,tests,pos,pct,neg,indeterminate,cumulative_tests,cumulative_positive_tests,cumulative_negative_tests,cumulative_indeterminate_tests,data_as_of,data_loaded_at
2020/09/15,5173,101,0.020,5063,9,474316,13610,459810,896,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/16,4881,86,0.018,4784,11,479197,13696,464594,907,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/17,5055,70,0.014,4981,4,484252,13766,469575,911,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/18,4894,109,0.022,4781,4,489146,13875,474356,915,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/19,2335,47,0.020,2283,5,491481,13922,476639,920,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/20,2028,32,0.016,1992,4,493509,13954,478631,924,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/21,5411,66,0.012,5339,6,498920,14020,483970,930,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/22,5461,62,0.011,5393,6,504381,14082,489363,936,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/23,5922,81,0.014,5827,14,510303,14163,495190,950,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/24,5581,88,0.016,5486,7,515884,14251,500676,957,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/25,5043,65,0.013,4972,6,520927,14316,505648,963,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/26,2785,32,0.011,2752,1,523712,14348,508400,964,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/27,2419,37,0.015,2378,4,526131,14385,510778,968,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/28,5661,62,0.011,5593,6,531792,14447,516371,974,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/29,5480,59,0.011,5417,4,537272,14506,521788,978,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/09/30,5974,62,0.010,5905,7,543246,14568,527693,985,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/01,5794,54,0.009,5739,1,549040,14622,533432,986,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/02,5511,38,0.007,5472,1,554551,14660,538904,987,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/03,2954,27,0.009,2925,2,557505,14687,541829,989,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/04,2311,19,0.008,2290,2,559816,14706,544119,991,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/05,6543,40,0.006,6462,41,566359,14746,550581,1032,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/06,6475,50,0.008,6418,7,572834,14796,556999,1039,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/07,6579,57,0.009,6517,5,579413,14853,563516,1044,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/08,6547,54,0.008,6490,3,585960,14907,570006,1047,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/09,6156,48,0.008,6106,2,592116,14955,576112,1049,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/10,3324,24,0.007,3298,2,595440,14979,579410,1051,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/11,2756,24,0.009,2731,1,598196,15003,582141,1052,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/12,5638,56,0.010,5577,5,603834,15059,587718,1057,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/13,6497,50,0.008,6442,5,610331,15109,594160,1062,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/14,6381,39,0.006,6339,3,616712,15148,600499,1065,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/15,6219,51,0.008,6167,1,622931,15199,606666,1066,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/16,5404,53,0.010,5349,2,628335,15252,612015,1068,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/17,2690,30,0.011,2647,13,631025,15282,614662,1081,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/18,2452,16,0.007,2426,10,633477,15298,617088,1091,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/19,6679,51,0.008,6598,30,640156,15349,623686,1121,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/20,6602,48,0.007,6553,1,646758,15397,630239,1122,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/21,6411,37,0.006,6372,2,653169,15434,636611,1124,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/22,6463,75,0.012,6383,5,659632,15509,642994,1129,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/23,5611,69,0.012,5540,2,665243,15578,648534,1131,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/24,2988,42,0.014,2943,3,668231,15620,651477,1134,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/25,2448,49,0.020,2396,3,670679,15669,653873,1137,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/26,6949,67,0.010,6880,2,677628,15736,660753,1139,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/27,7044,84,0.012,6956,4,684672,15820,667709,1143,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/28,7212,75,0.010,7134,3,691884,15895,674843,1146,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/29,7052,59,0.008,6990,3,698936,15954,681833,1149,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/30,6539,69,0.011,6468,2,705475,16023,688301,1151,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/10/31,2920,71,0.024,2848,1,708395,16094,691149,1152,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/01,2480,37,0.015,2440,3,710875,16131,693589,1155,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/02,7549,117,0.016,7426,6,718424,16248,701015,1161,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/03,6913,109,0.016,6803,1,725337,16357,707818,1162,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/04,7325,142,0.019,7173,10,732662,16499,714991,1172,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/05,7288,150,0.021,7131,7,739950,16649,722122,1179,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/06,6473,131,0.020,6337,5,746423,16780,728459,1184,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/07,3349,80,0.024,3266,3,749772,16860,731725,1187,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/08,2905,46,0.016,2858,1,752677,16906,734583,1188,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/09,7888,160,0.020,7724,4,760565,17066,742307,1192,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/10,8245,140,0.017,8095,10,768810,17206,750402,1202,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/11,6009,119,0.020,5882,8,774819,17325,756284,1210,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/12,7517,171,0.023,7331,15,782336,17496,763615,1225,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/13,6597,137,0.021,6456,4,788933,17633,770071,1229,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/14,4039,96,0.024,3939,4,792972,17729,774010,1233,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/15,3460,77,0.022,3382,1,796432,17806,777392,1234,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/16,8531,213,0.025,8312,6,804963,18019,785704,1240,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/17,10020,182,0.018,9824,14,814983,18201,795528,1254,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/18,9722,206,0.021,9502,14,824705,18407,805030,1268,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/19,10244,214,0.021,10011,19,834949,18621,815041,1287,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/20,9959,195,0.020,9755,9,844908,18816,824796,1296,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/21,5157,114,0.022,5038,5,850065,18930,829834,1301,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/22,5125,97,0.019,5022,6,855190,19027,834856,1307,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/23,11641,214,0.018,11413,14,866831,19241,846269,1321,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/24,11332,225,0.020,11091,16,878163,19466,857360,1337,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/25,6920,192,0.028,6722,6,885083,19658,864082,1343,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/26,1383,61,0.044,1322,0,886466,19719,865404,1343,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/27,3697,145,0.039,3544,8,890163,19864,868948,1351,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/28,4397,140,0.032,4250,7,894560,20004,873198,1358,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/29,4949,172,0.035,4772,5,899509,20176,877970,1363,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/11/30,11164,321,0.029,10829,14,910673,20497,888799,1377,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/01,11713,363,0.031,11332,18,922386,20860,900131,1395,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/02,9512,345,0.036,9152,15,931898,21205,909283,1410,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/03,9807,356,0.036,9438,13,941705,21561,918721,1423,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/04,9017,285,0.032,8723,9,950722,21846,927444,1432,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/05,4817,180,0.037,4628,9,955539,22026,932072,1441,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/06,3853,142,0.037,3707,4,959392,22168,935779,1445,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/07,10428,386,0.037,10025,17,969820,22554,945804,1462,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/08,9777,366,0.038,9390,21,979597,22920,955194,1483,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/09,10083,365,0.036,9699,19,989680,23285,964893,1502,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/10,9913,394,0.040,9501,18,999593,23679,974394,1520,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/11,8874,398,0.045,8450,26,1008467,24077,982844,1546,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/12,5143,245,0.048,4873,25,1013610,24322,987717,1571,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/13,3848,163,0.042,3679,6,1017458,24485,991396,1577,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/14,10360,441,0.043,9887,32,1027818,24926,1001283,1609,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/15,10732,453,0.042,10262,17,1038550,25379,1011545,1626,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/16,11254,454,0.040,10780,20,1049804,25833,1022325,1646,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/17,11411,389,0.034,11007,15,1061215,26222,1033332,1661,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/18,10248,387,0.038,9844,17,1071463,26609,1043176,1678,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/19,5672,177,0.031,5486,9,1077135,26786,1048662,1687,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/20,4656,135,0.029,4515,6,1081791,26921,1053177,1693,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/21,11922,421,0.035,11472,29,1093713,27342,1064649,1722,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/22,11201,401,0.036,10783,17,1104914,27743,1075432,1739,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/23,10961,381,0.035,10555,25,1115875,28124,1085987,1764,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/24,6264,288,0.046,5969,7,1122139,28412,1091956,1771,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/25,1290,95,0.074,1191,4,1123429,28507,1093147,1775,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/26,4667,278,0.060,4374,15,1128096,28785,1097521,1790,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/27,4192,204,0.049,3977,11,1132288,28989,1101498,1801,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/28,9921,489,0.049,9420,12,1142209,29478,1110918,1813,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/29,10013,525,0.053,9468,20,1152222,30003,1120386,1833,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/30,9284,456,0.049,8805,23,1161506,30459,1129191,1856,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2020/12/31,6221,344,0.055,5865,12,1167727,30803,1135056,1868,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/01,1877,95,0.051,1777,5,1169604,30898,1136833,1873,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/02,5365,302,0.056,5054,9,1174969,31200,1141887,1882,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/03,4551,222,0.049,4324,5,1179520,31422,1146211,1887,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/04,11646,656,0.056,10970,20,1191166,32078,1157181,1907,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/05,11025,529,0.048,10473,23,1202191,32607,1167654,1930,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/06,11407,461,0.040,10933,13,1213598,33068,1178587,1943,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/07,11041,536,0.049,10479,26,1224639,33604,1189066,1969,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/08,10022,449,0.045,9558,15,1234661,34053,1198624,1984,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/09,4914,274,0.056,4633,7,1239575,34327,1203257,1991,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/10,4070,176,0.043,3887,7,1243645,34503,1207144,1998,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/11,11728,520,0.044,11183,25,1255373,35023,1218327,2023,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/12,10017,391,0.039,9606,20,1265390,35414,1227933,2043,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/13,9675,380,0.039,9282,13,1275065,35794,1237215,2056,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/14,10031,411,0.041,9609,11,1285096,36205,1246824,2067,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/15,8480,400,0.047,8066,14,1293576,36605,1254890,2081,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/16,4403,217,0.049,4181,5,1297979,36822,1259071,2086,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/17,3497,148,0.042,3341,8,1301476,36970,1262412,2094,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/18,5899,236,0.040,5643,20,1307375,37206,1268055,2114,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/19,8918,277,0.031,8627,14,1316293,37483,1276682,2128,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/20,9293,287,0.031,8996,10,1325586,37770,1285678,2138,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/21,9425,285,0.030,9131,9,1335011,38055,1294809,2147,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/22,8320,256,0.031,8051,13,1343331,38311,1302860,2160,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/23,3675,155,0.042,3512,8,1347006,38466,1306372,2168,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/24,3079,120,0.039,2951,8,1350085,38586,1309323,2176,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/25,8129,257,0.032,7863,9,1358214,38843,1317186,2185,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/26,7665,203,0.027,7457,5,1365879,39046,1324643,2190,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/27,6794,179,0.026,6600,15,1372673,39225,1331243,2205,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/28,7787,187,0.024,7583,17,1380460,39412,1338826,2222,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/29,7056,192,0.027,6854,10,1387516,39604,1345680,2232,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/30,3402,179,0.053,3218,5,1390918,39783,1348898,2237,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/01/31,2259,115,0.051,2136,8,1393177,39898,1351034,2245,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/01,7666,224,0.029,7434,8,1400843,40122,1358468,2253,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/02,8545,177,0.021,8359,9,1409388,40299,1366827,2262,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/03,8490,221,0.026,8260,9,1417878,40520,1375087,2271,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/04,7866,224,0.029,7624,18,1425744,40744,1382711,2289,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/05,6892,194,0.028,6689,9,1432636,40938,1389400,2298,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/06,3221,104,0.032,3105,12,1435857,41042,1392505,2310,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/07,2366,87,0.037,2273,6,1438223,41129,1394778,2316,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/08,8221,166,0.020,8041,14,1446444,41295,1402819,2330,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/09,8206,148,0.018,8047,11,1454650,41443,1410866,2341,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/10,8428,145,0.017,8271,12,1463078,41588,1419137,2353,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/11,7362,142,0.019,7207,13,1470440,41730,1426344,2366,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/12,6502,130,0.020,6367,5,1476942,41860,1432711,2371,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/13,3164,62,0.020,3098,4,1480106,41922,1435809,2375,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/14,2196,56,0.026,2140,0,1482302,41978,1437949,2375,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/15,4475,98,0.022,4374,3,1486777,42076,1442323,2378,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/16,8249,108,0.013,8134,7,1495026,42184,1450457,2385,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/17,8033,112,0.014,7915,6,1503059,42296,1458372,2391,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/18,7517,118,0.016,7395,4,1510576,42414,1465767,2395,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/19,6610,80,0.012,6527,3,1517186,42494,1472294,2398,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/20,3111,63,0.020,3045,3,1520297,42557,1475339,2401,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/21,2308,45,0.020,2261,2,1522605,42602,1477600,2403,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/22,7839,110,0.014,7714,15,1530444,42712,1485314,2418,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/23,7754,96,0.012,7647,11,1538198,42808,1492961,2429,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/24,8158,83,0.010,8055,20,1546356,42891,1501016,2449,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/25,7177,86,0.012,7085,6,1553533,42977,1508101,2455,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/26,6418,74,0.012,6336,8,1559951,43051,1514437,2463,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/27,2847,33,0.012,2810,4,1562798,43084,1517247,2467,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/02/28,2134,36,0.017,2093,5,1564932,43120,1519340,2472,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/01,7481,67,0.009,7404,10,1572413,43187,1526744,2482,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/02,7485,62,0.008,7418,5,1579898,43249,1534162,2487,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/03,7801,58,0.007,7734,9,1587699,43307,1541896,2496,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/04,7070,43,0.006,7023,4,1594769,43350,1548919,2500,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/05,6053,51,0.008,5990,12,1600822,43401,1554909,2512,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/06,2393,41,0.017,2348,4,1603215,43442,1557257,2516,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/07,2009,30,0.015,1978,1,1605224,43472,1559235,2517,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/08,7378,63,0.009,7305,10,1612602,43535,1566540,2527,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/09,7306,50,0.007,7248,8,1619908,43585,1573788,2535,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/10,7214,37,0.005,7162,15,1627122,43622,1580950,2550,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/11,6074,48,0.008,6019,7,1633196,43670,1586969,2557,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/12,5554,65,0.012,5481,8,1638750,43735,1592450,2565,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/13,2463,32,0.013,2427,4,1641213,43767,1594877,2569,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/14,2033,21,0.010,2010,2,1643246,43788,1596887,2571,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/15,6640,50,0.008,6583,7,1649886,43838,1603470,2578,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/16,6723,34,0.005,6682,7,1656609,43872,1610152,2585,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/17,6728,48,0.007,6675,5,1663337,43920,1616827,2590,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/18,5670,45,0.008,5621,4,1669007,43965,1622448,2594,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/19,6229,68,0.011,6155,6,1675236,44033,1628603,2600,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/03/20,2426,41,0.017,2384,1,1677662,44074,1630987,2601,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
